"age_group","symptom date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"05-09 years","2021-09-09","322","0","2","39102","4","286","0"
"05-09 years","2021-09-10","341","0","0","39443","4","280.714285714285","0"
"05-09 years","2021-09-11","159","0","1","39602","4","274.428571428571","0"
"05-09 years","2021-09-12","144","0","3","39746","4","269","0"
"05-09 years","2021-09-13","335","0","2","40081","4","292.142857142857","0"
"05-09 years","2021-09-14","225","0","1","40306","4","264.714285714285","0"
"05-09 years","2021-09-15","232","0","0","40538","4","251.142857142857","0"
"05-09 years","2021-09-16","227","0","1","40765","4","237.571428571428","0"
"05-09 years","2021-09-17","190","0","0","40955","4","216","0"
"05-09 years","2021-09-18","141","0","2","41096","4","213.428571428571","0"
"05-09 years","2021-09-19","91","0","3","41187","4","205.857142857142","0"
"05-09 years","2021-09-20","236","0","1","41423","4","191.714285714285","0"
"05-09 years","2021-09-21","174","0","2","41597","4","184.428571428571","0"
"05-09 years","2021-09-22","144","0","1","41741","4","171.857142857142","0"
"05-09 years","2021-09-23","165","0","0","41906","4","163","0"
"05-09 years","2021-09-24","162","0","0","42068","4","159","0"
"05-09 years","2021-09-25","90","0","0","42158","4","151.714285714285","0"
"05-09 years","2021-09-26","85","0","0","42243","4","150.857142857142","0"
"05-09 years","2021-09-27","163","0","0","42406","4","140.428571428571","0"
"05-09 years","2021-09-28","135","0","1","42541","4","134.857142857142","0"
"05-09 years","2021-09-29","103","0","2","42644","4","129","0"
"05-09 years","2021-09-30","99","1","1","42743","5","119.571428571428","0.14285714285714"
"05-09 years","2021-10-01","90","0","1","42833","5","109.285714285714","0.14285714285714"
"05-09 years","2021-10-02","89","0","0","42922","5","109.142857142857","0.14285714285714"
"05-09 years","2021-10-03","62","0","1","42984","5","105.857142857142","0.14285714285714"
"05-09 years","2021-10-04","129","0","0","43113","5","101","0.14285714285714"
"05-09 years","2021-10-05","95","0","0","43208","5","95.2857142857143","0.14285714285714"
"05-09 years","2021-10-06","86","0","0","43294","5","92.8571428571428","0.14285714285714"
"05-09 years","2021-10-07","88","0","0","43382","5","91.2857142857143","0"
"05-09 years","2021-10-08","76","0","0","43458","5","89.2857142857143","0"
"05-09 years","2021-10-09","56","0","0","43514","5","84.5714285714285","0"
"05-09 years","2021-10-10","41","0","0","43555","5","81.5714285714285","0"
"05-09 years","2021-10-11","74","0","0","43629","5","73.7142857142857","0"
"05-09 years","2021-10-12","62","0","0","43691","5","69","0"
"05-09 years","2021-10-13","68","0","0","43759","5","66.4285714285714","0"
"05-09 years","2021-10-14","51","0","0","43810","5","61.1428571428571","0"
"05-09 years","2021-10-15","57","0","0","43867","5","58.4285714285714","0"
"05-09 years","2021-10-16","31","0","0","43898","5","54.8571428571428","0"
"05-09 years","2021-10-17","27","0","2","43925","5","52.8571428571428","0"
"05-09 years","2021-10-18","54","0","0","43979","5","50","0"
"05-09 years","2021-10-19","51","0","0","44030","5","48.4285714285714","0"
"05-09 years","2021-10-20","40","0","1","44070","5","44.4285714285714","0"
"05-09 years","2021-10-21","47","0","0","44117","5","43.8571428571428","0"
"05-09 years","2021-10-22","54","0","0","44171","5","43.4285714285714","0"
"05-09 years","2021-10-23","38","0","1","44209","5","44.4285714285714","0"
"05-09 years","2021-10-24","31","0","0","44240","5","45","0"
"05-09 years","2021-10-25","61","0","1","44301","5","46","0"
"05-09 years","2021-10-26","53","0","0","44354","5","46.2857142857142","0"
"05-09 years","2021-10-27","56","0","0","44410","5","48.5714285714285","0"
"05-09 years","2021-10-28","34","0","0","44444","5","46.7142857142857","0"
"05-09 years","2021-10-29","35","0","0","44479","5","44","0"
"05-09 years","2021-10-30","30","0","0","44509","5","42.8571428571428","0"
"05-09 years","2021-10-31","30","0","0","44539","5","42.7142857142857","0"
"05-09 years","2021-11-01","56","0","0","44595","5","42","0"
"05-09 years","2021-11-02","29","0","0","44624","5","38.5714285714285","0"
"05-09 years","2021-11-03","35","0","0","44659","5","35.5714285714285","0"
"05-09 years","2021-11-04","47","0","0","44706","5","37.4285714285714","0"
"05-09 years","2021-11-05","38","0","0","44744","5","37.8571428571428","0"
"05-09 years","2021-11-06","53","0","1","44797","5","41.1428571428571","0"
"05-09 years","2021-11-07","34","0","0","44831","5","41.7142857142857","0"
"05-09 years","2021-11-08","47","0","0","44878","5","40.4285714285714","0"
"05-09 years","2021-11-09","54","0","1","44932","5","44","0"
"05-09 years","2021-11-10","61","0","0","44993","5","47.7142857142857","0"
"05-09 years","2021-11-11","45","0","1","45038","5","47.4285714285714","0"
"05-09 years","2021-11-12","51","0","0","45089","5","49.2857142857142","0"
"05-09 years","2021-11-13","32","0","0","45121","5","46.2857142857142","0"
"05-09 years","2021-11-14","33","0","0","45154","5","46.1428571428571","0"
"05-09 years","2021-11-15","53","0","1","45207","5","47","0"
"05-09 years","2021-11-16","72","0","1","45279","5","49.5714285714285","0"
"05-09 years","2021-11-17","32","0","0","45311","5","45.4285714285714","0"
"05-09 years","2021-11-18","57","0","0","45368","5","47.1428571428571","0"
"05-09 years","2021-11-19","52","0","2","45420","5","47.2857142857142","0"
"05-09 years","2021-11-20","44","0","1","45464","5","49","0"
"05-09 years","2021-11-21","25","0","1","45489","5","47.8571428571428","0"
"05-09 years","2021-11-22","38","0","0","45527","5","45.7142857142857","0"
"05-09 years","2021-11-23","39","0","0","45566","5","41","0"
"05-09 years","2021-11-24","27","0","1","45593","5","40.2857142857142","0"
"05-09 years","2021-11-25","16","0","0","45609","5","34.4285714285714","0"
"05-09 years","2021-11-26","32","0","1","45641","5","31.5714285714285","0"
"05-09 years","2021-11-27","28","0","0","45669","5","29.2857142857142","0"
"05-09 years","2021-11-28","40","0","1","45709","5","31.4285714285714","0"
"05-09 years","2021-11-29","69","0","1","45778","5","35.8571428571428","0"
"05-09 years","2021-11-30","62","0","0","45840","5","39.1428571428571","0"
"05-09 years","2021-12-01","55","0","1","45895","5","43.1428571428571","0"
"05-09 years","2021-12-02","38","0","0","45933","5","46.2857142857142","0"
"05-09 years","2021-12-03","65","0","1","45998","5","51","0"
"05-09 years","2021-12-04","32","0","1","46030","5","51.5714285714285","0"
"05-09 years","2021-12-05","55","0","0","46085","5","53.7142857142857","0"
"05-09 years","2021-12-06","69","0","0","46154","5","53.7142857142857","0"
"05-09 years","2021-12-07","57","0","1","46211","5","53","0"
"05-09 years","2021-12-08","55","0","0","46266","5","53","0"
"05-09 years","2021-12-09","56","0","0","46322","5","55.5714285714285","0"
"05-09 years","2021-12-10","74","0","0","46396","5","56.8571428571428","0"
"05-09 years","2021-12-11","46","0","1","46442","5","58.8571428571428","0"
"05-09 years","2021-12-12","52","0","0","46494","5","58.4285714285714","0"
"05-09 years","2021-12-13","143","0","2","46637","5","69","0"
"05-09 years","2021-12-14","127","0","1","46764","5","79","0"
"05-09 years","2021-12-15","108","0","3","46872","5","86.5714285714285","0"
"05-09 years","2021-12-16","153","0","0","47025","5","100.428571428571","0"
"05-09 years","2021-12-17","195","0","0","47220","5","117.714285714285","0"
"05-09 years","2021-12-18","165","0","1","47385","5","134.714285714285","0"
"05-09 years","2021-12-19","163","0","3","47548","5","150.571428571428","0"
"05-09 years","2021-12-20","335","0","2","47883","5","178","0"
"05-09 years","2021-12-21","361","0","4","48244","5","211.428571428571","0"
"05-09 years","2021-12-22","397","0","2","48641","5","252.714285714285","0"
"05-09 years","2021-12-23","478","0","7","49119","5","299.142857142857","0"
"05-09 years","2021-12-24","258","0","6","49377","5","308.142857142857","0"
"05-09 years","2021-12-25","127","0","5","49504","5","302.714285714285","0"
"05-09 years","2021-12-26","334","0","1","49838","5","327.142857142857","0"
"05-09 years","2021-12-27","686","0","4","50524","5","377.285714285714","0"
"05-09 years","2021-12-28","853","0","1","51377","5","447.571428571428","0"
"05-09 years","2021-12-29","809","0","4","52186","5","506.428571428571","0"
"05-09 years","2021-12-30","692","0","1","52878","5","537","0"
"05-09 years","2021-12-31","590","0","0","53468","5","584.428571428571","0"
"05-09 years","2022-01-01","228","0","0","53696","5","598.857142857143","0"
"05-09 years","2022-01-02","449","0","0","54145","5","615.285714285714","0"
"05-09 years","2022-01-03","956","0","1","55101","5","653.857142857143","0"
"05-09 years","2022-01-04","971","0","2","56072","5","670.714285714285","0"
"05-09 years","2022-01-05","936","0","1","57008","5","688.857142857143","0"
"05-09 years","2022-01-06","810","0","0","57818","5","705.714285714285","0"
"05-09 years","2022-01-07","835","0","1","58653","5","740.714285714285","0"
"05-09 years","2022-01-08","453","0","0","59106","5","772.857142857143","0"
"05-09 years","2022-01-09","418","0","0","59524","5","768.428571428571","0"
"05-09 years","2022-01-10","1155","0","4","60679","5","796.857142857143","0"
"05-09 years","2022-01-11","1037","0","1","61716","5","806.285714285714","0"
"05-09 years","2022-01-12","913","0","1","62629","5","803","0"
"05-09 years","2022-01-13","1000","0","3","63629","5","830.142857142857","0"
"05-09 years","2022-01-14","981","0","2","64610","5","851","0"
"05-09 years","2022-01-15","504","0","5","65114","5","858.285714285714","0"
"05-09 years","2022-01-16","284","0","1","65398","5","839.142857142857","0"
"05-09 years","2022-01-17","677","0","1","66075","5","770.857142857143","0"
"05-09 years","2022-01-18","1175","0","3","67250","5","790.571428571428","0"
"05-09 years","2022-01-19","856","0","2","68106","5","782.428571428571","0"
"05-09 years","2022-01-20","791","0","1","68897","5","752.571428571428","0"
"05-09 years","2022-01-21","622","0","0","69519","5","701.285714285714","0"
"05-09 years","2022-01-22","376","0","2","69895","5","683","0"
"05-09 years","2022-01-23","300","0","0","70195","5","685.285714285714","0"
"05-09 years","2022-01-24","724","0","3","70919","5","692","0"
"05-09 years","2022-01-25","588","0","5","71507","5","608.142857142857","0"
"05-09 years","2022-01-26","528","0","1","72035","5","561.285714285714","0"
"05-09 years","2022-01-27","465","0","1","72500","5","514.714285714285","0"
"05-09 years","2022-01-28","390","0","3","72890","5","481.571428571428","0"
"05-09 years","2022-01-29","220","0","1","73110","5","459.285714285714","0"
"05-09 years","2022-01-30","198","0","1","73308","5","444.714285714285","0"
"05-09 years","2022-01-31","344","0","1","73652","5","390.428571428571","0"
"05-09 years","2022-02-01","265","0","1","73917","5","344.285714285714","0"
"05-09 years","2022-02-02","231","0","0","74148","5","301.857142857142","0"
"05-09 years","2022-02-03","199","0","0","74347","5","263.857142857142","0"
"05-09 years","2022-02-04","166","0","0","74513","5","231.857142857142","0"
"05-09 years","2022-02-05","85","0","1","74598","5","212.571428571428","0"
"05-09 years","2022-02-06","88","0","2","74686","5","196.857142857142","0"
"05-09 years","2022-02-07","165","0","2","74851","5","171.285714285714","0"
"05-09 years","2022-02-08","112","0","3","74963","5","149.428571428571","0"
"05-09 years","2022-02-09","100","0","0","75063","5","130.714285714285","0"
"05-09 years","2022-02-10","108","0","0","75171","5","117.714285714285","0"
"05-09 years","2022-02-11","96","0","0","75267","5","107.714285714285","0"
"05-09 years","2022-02-12","50","0","0","75317","5","102.714285714285","0"
"05-09 years","2022-02-13","51","0","2","75368","5","97.4285714285714","0"
"05-09 years","2022-02-14","65","0","3","75433","5","83.1428571428571","0"
"05-09 years","2022-02-15","60","0","0","75493","5","75.7142857142857","0"
"05-09 years","2022-02-16","55","0","0","75548","5","69.2857142857143","0"
"05-09 years","2022-02-17","45","0","4","75593","5","60.2857142857142","0"
"05-09 years","2022-02-18","37","0","0","75630","5","51.8571428571428","0"
"05-09 years","2022-02-19","28","0","1","75658","5","48.7142857142857","0"
"05-09 years","2022-02-20","24","0","2","75682","5","44.8571428571428","0"
"05-09 years","2022-02-21","24","0","0","75706","5","39","0"
"05-09 years","2022-02-22","24","0","0","75730","5","33.8571428571428","0"
"05-09 years","2022-02-23","25","0","1","75755","5","29.5714285714285","0"
"05-09 years","2022-02-24","19","0","0","75774","5","25.8571428571428","0"
"05-09 years","2022-02-25","21","0","2","75795","5","23.5714285714285","0"
"05-09 years","2022-02-26","8","0","1","75803","5","20.7142857142857","0"
"05-09 years","2022-02-27","11","0","0","75814","5","18.8571428571428","0"
"05-09 years","2022-02-28","15","0","0","75829","5","17.5714285714285","0"
"05-09 years","2022-03-01","12","0","0","75841","5","15.8571428571428","0"
"05-09 years","2022-03-02","13","0","1","75854","5","14.1428571428571","0"
"05-09 years","2022-03-03","21","0","1","75875","5","14.4285714285714","0"
"05-09 years","2022-03-04","11","0","0","75886","5","13","0"
"05-09 years","2022-03-05","6","0","0","75892","5","12.7142857142857","0"
"05-09 years","2022-03-06","6","0","0","75898","5","12","0"
"05-09 years","2022-03-07","6","0","1","75904","5","10.7142857142857","0"
"05-09 years","2022-03-08","8","0","1","75912","5","10.1428571428571","0"
"05-09 years","2022-03-09","6","0","0","75918","5","9.14285714285714","0"
"05-09 years","2022-03-10","5","0","0","75923","5","6.85714285714285","0"
"05-09 years","2022-03-11","5","0","1","75928","5","6","0"
"05-09 years","2022-03-12","3","0","0","75931","5","5.57142857142857","0"
"05-09 years","2022-03-13","5","0","0","75936","5","5.42857142857142","0"
"05-09 years","2022-03-14","11","0","0","75947","5","6.14285714285714","0"
"05-09 years","2022-03-15","4","0","0","75951","5","5.57142857142857","0"
"05-09 years","2022-03-16","9","0","0","75960","5","6","0"
"05-09 years","2022-03-17","12","0","0","75972","5","7","0"
"05-09 years","2022-03-18","9","0","0","75981","5","7.57142857142857","0"
"05-09 years","2022-03-19","2","0","0","75983","5","7.42857142857143","0"
"05-09 years","2022-03-20","4","0","0","75987","5","7.28571428571428","0"
"05-09 years","2022-03-21","8","0","0","75995","5","6.85714285714285","0"
"05-09 years","2022-03-22","9","0","0","76004","5","7.57142857142857","0"
"05-09 years","2022-03-23","2","0","0","76006","5","6.57142857142857","0"
"05-09 years","2022-03-24","10","0","0","76016","5","6.28571428571428","0"
"05-09 years","2022-03-25","5","0","1","76021","5","5.71428571428571","0"
"05-09 years","2022-03-26","4","0","0","76025","5","6","0"
"05-09 years","2022-03-27","3","0","0","76028","5","5.85714285714285","0"
"05-09 years","2022-03-28","6","0","0","76034","5","5.57142857142857","0"
"05-09 years","2022-03-29","8","0","1","76042","5","5.42857142857142","0"
"05-09 years","2022-03-30","3","0","0","76045","5","5.57142857142857","0"
"05-09 years","2022-03-31","9","0","0","76054","5","5.42857142857142","0"
"05-09 years","2022-04-01","4","0","0","76058","5","5.28571428571428","0"
"05-09 years","2022-04-02","2","0","0","76060","5","5","0"
"05-09 years","2022-04-03","7","0","0","76067","5","5.57142857142857","0"
"05-09 years","2022-04-04","8","0","0","76075","5","5.85714285714285","0"
"05-09 years","2022-04-05","5","0","0","76080","5","5.42857142857142","0"
"05-09 years","2022-04-06","9","0","0","76089","5","6.28571428571428","0"
"05-09 years","2022-04-07","8","0","0","76097","5","6.14285714285714","0"
"05-09 years","2022-04-08","4","0","0","76101","5","6.14285714285714","0"
"05-09 years","2022-04-09","4","0","1","76105","5","6.42857142857143","0"
"05-09 years","2022-04-10","7","0","0","76112","5","6.42857142857143","0"
"05-09 years","2022-04-11","10","0","0","76122","5","6.71428571428571","0"
"05-09 years","2022-04-12","9","0","0","76131","5","7.28571428571428","0"
"05-09 years","2022-04-13","10","0","0","76141","5","7.42857142857143","0"
"05-09 years","2022-04-14","15","0","0","76156","5","8.42857142857143","0"
"05-09 years","2022-04-15","9","0","0","76165","5","9.14285714285714","0"
"05-09 years","2022-04-16","11","0","0","76176","5","10.1428571428571","0"
"05-09 years","2022-04-17","5","0","0","76181","5","9.85714285714285","0"
"05-09 years","2022-04-18","27","0","1","76208","5","12.2857142857142","0"
"05-09 years","2022-04-19","20","0","0","76228","5","13.8571428571428","0"
"05-09 years","2022-04-20","13","0","1","76241","5","14.2857142857142","0"
"05-09 years","2022-04-21","19","0","0","76260","5","14.8571428571428","0"
"05-09 years","2022-04-22","20","0","0","76280","5","16.4285714285714","0"
"05-09 years","2022-04-23","23","0","0","76303","5","18.1428571428571","0"
"05-09 years","2022-04-24","30","0","1","76333","5","21.7142857142857","0"
"05-09 years","2022-04-25","32","0","0","76365","5","22.4285714285714","0"
"05-09 years","2022-04-26","37","0","1","76402","5","24.8571428571428","0"
"05-09 years","2022-04-27","24","0","0","76426","5","26.4285714285714","0"
"05-09 years","2022-04-28","34","0","0","76460","5","28.5714285714285","0"
"05-09 years","2022-04-29","31","0","0","76491","5","30.1428571428571","0"
"05-09 years","2022-04-30","17","0","1","76508","5","29.2857142857142","0"
"05-09 years","2022-05-01","23","0","0","76531","5","28.2857142857142","0"
"05-09 years","2022-05-02","42","0","0","76573","5","29.7142857142857","0"
"05-09 years","2022-05-03","41","0","0","76614","5","30.2857142857142","0"
"05-09 years","2022-05-04","31","0","0","76645","5","31.2857142857142","0"
"05-09 years","2022-05-05","42","0","0","76687","5","32.4285714285714","0"
"05-09 years","2022-05-06","54","0","0","76741","5","35.7142857142857","0"
"05-09 years","2022-05-07","33","0","0","76774","5","38","0"
"05-09 years","2022-05-08","37","0","0","76811","5","40","0"
"05-09 years","2022-05-09","68","0","0","76879","5","43.7142857142857","0"
"05-09 years","2022-05-10","34","0","0","76913","5","42.7142857142857","0"
"05-09 years","2022-05-11","50","0","1","76963","5","45.4285714285714","0"
"05-09 years","2022-05-12","52","0","0","77015","5","46.8571428571428","0"
"05-09 years","2022-05-13","41","0","2","77056","5","45","0"
"05-09 years","2022-05-14","29","0","1","77085","5","44.4285714285714","0"
"05-09 years","2022-05-15","49","0","0","77134","5","46.1428571428571","0"
"05-09 years","2022-05-16","66","0","0","77200","5","45.8571428571428","0"
"05-09 years","2022-05-17","63","0","1","77263","5","50","0"
"05-09 years","2022-05-18","52","0","0","77315","5","50.2857142857142","0"
"05-09 years","2022-05-19","62","0","1","77377","5","51.7142857142857","0"
"05-09 years","2022-05-20","71","0","1","77448","5","56","0"
"05-09 years","2022-05-21","47","0","1","77495","5","58.5714285714285","0"
"05-09 years","2022-05-22","40","0","1","77535","5","57.2857142857142","0"
"05-09 years","2022-05-23","52","0","0","77587","5","55.2857142857142","0"
"05-09 years","2022-05-24","65","0","1","77652","5","55.5714285714285","0"
"05-09 years","2022-05-25","51","0","1","77703","5","55.4285714285714","0"
"05-09 years","2022-05-26","74","0","1","77777","5","57.1428571428571","0"
"05-09 years","2022-05-27","55","0","0","77832","5","54.8571428571428","0"
"05-09 years","2022-05-28","46","0","0","77878","5","54.7142857142857","0"
"05-09 years","2022-05-29","45","0","0","77923","5","55.4285714285714","0"
"05-09 years","2022-05-30","27","0","1","77950","5","51.8571428571428","0"
"05-09 years","2022-05-31","66","0","0","78016","5","52","0"
"05-09 years","2022-06-01","64","0","0","78080","5","53.8571428571428","0"
"05-09 years","2022-06-02","57","0","0","78137","5","51.4285714285714","0"
"05-09 years","2022-06-03","38","0","0","78175","5","49","0"
"05-09 years","2022-06-04","33","0","0","78208","5","47.1428571428571","0"
"05-09 years","2022-06-05","28","0","1","78236","5","44.7142857142857","0"
"05-09 years","2022-06-06","35","0","0","78271","5","45.8571428571428","0"
"05-09 years","2022-06-07","44","0","1","78315","5","42.7142857142857","0"
"05-09 years","2022-06-08","44","0","1","78359","5","39.8571428571428","0"
"05-09 years","2022-06-09","35","0","1","78394","5","36.7142857142857","0"
"05-09 years","2022-06-10","42","0","0","78436","5","37.2857142857142","0"
"05-09 years","2022-06-11","40","0","0","78476","5","38.2857142857142","0"
"05-09 years","2022-06-12","38","0","0","78514","5","39.7142857142857","0"
"05-09 years","2022-06-13","52","0","2","78566","5","42.1428571428571","0"
"05-09 years","2022-06-14","45","0","0","78611","5","42.2857142857142","0"
"05-09 years","2022-06-15","42","0","0","78653","5","42","0"
"05-09 years","2022-06-16","48","0","0","78701","5","43.8571428571428","0"
"05-09 years","2022-06-17","62","0","3","78763","5","46.7142857142857","0"
"05-09 years","2022-06-18","42","0","0","78805","5","47","0"
"05-09 years","2022-06-19","40","0","0","78845","5","47.2857142857142","0"
"05-09 years","2022-06-20","66","0","0","78911","5","49.2857142857142","0"
"05-09 years","2022-06-21","67","0","0","78978","5","52.4285714285714","0"
"05-09 years","2022-06-22","64","0","2","79042","5","55.5714285714285","0"
"05-09 years","2022-06-23","52","0","1","79094","5","56.1428571428571","0"
"05-09 years","2022-06-24","59","0","1","79153","5","55.7142857142857","0"
"05-09 years","2022-06-25","61","0","3","79214","5","58.4285714285714","0"
"05-09 years","2022-06-26","42","0","0","79256","5","58.7142857142857","0"
"05-09 years","2022-06-27","75","0","0","79331","5","60","0"
"05-09 years","2022-06-28","71","0","0","79402","5","60.5714285714285","0"
"05-09 years","2022-06-29","61","0","0","79463","5","60.1428571428571","0"
"05-09 years","2022-06-30","54","0","2","79517","5","60.4285714285714","0"
"05-09 years","2022-07-01","85","0","2","79602","5","64.1428571428571","0"
"05-09 years","2022-07-02","54","0","2","79656","5","63.1428571428571","0"
"05-09 years","2022-07-03","49","0","1","79705","5","64.1428571428571","0"
"05-09 years","2022-07-04","38","0","3","79743","5","58.8571428571428","0"
"05-09 years","2022-07-05","83","0","1","79826","5","60.5714285714285","0"
"05-09 years","2022-07-06","97","0","1","79923","5","65.7142857142857","0"
"05-09 years","2022-07-07","100","0","1","80023","5","72.2857142857143","0"
"05-09 years","2022-07-08","75","0","1","80098","5","70.8571428571428","0"
"05-09 years","2022-07-09","57","0","2","80155","5","71.2857142857143","0"
"05-09 years","2022-07-10","67","0","0","80222","5","73.8571428571428","0"
"05-09 years","2022-07-11","109","0","1","80331","5","84","0"
"05-09 years","2022-07-12","99","0","0","80430","5","86.2857142857143","0"
"05-09 years","2022-07-13","88","0","1","80518","5","85","0"
"05-09 years","2022-07-14","73","0","0","80591","5","81.1428571428571","0"
"05-09 years","2022-07-15","93","0","0","80684","5","83.7142857142857","0"
"05-09 years","2022-07-16","69","0","2","80753","5","85.4285714285714","0"
"05-09 years","2022-07-17","63","0","1","80816","5","84.8571428571428","0"
"05-09 years","2022-07-18","89","0","1","80905","5","82","0"
"05-09 years","2022-07-19","76","0","1","80981","5","78.7142857142857","0"
"05-09 years","2022-07-20","88","0","2","81069","5","78.7142857142857","0"
"05-09 years","2022-07-21","102","0","2","81171","5","82.8571428571428","0"
"05-09 years","2022-07-22","94","0","1","81265","5","83","0"
"05-09 years","2022-07-23","74","0","0","81339","5","83.7142857142857","0"
"05-09 years","2022-07-24","71","0","1","81410","5","84.8571428571428","0"
"05-09 years","2022-07-25","103","0","2","81513","5","86.8571428571428","0"
"05-09 years","2022-07-26","102","0","2","81615","5","90.5714285714285","0"
"05-09 years","2022-07-27","89","0","2","81704","5","90.7142857142857","0"
"05-09 years","2022-07-28","86","0","0","81790","5","88.4285714285714","0"
"05-09 years","2022-07-29","87","0","1","81877","5","87.4285714285714","0"
"05-09 years","2022-07-30","54","0","1","81931","5","84.5714285714285","0"
"05-09 years","2022-07-31","67","0","3","81998","5","84","0"
"05-09 years","2022-08-01","133","0","4","82131","5","88.2857142857143","0"
"05-09 years","2022-08-02","125","0","3","82256","5","91.5714285714285","0"
"05-09 years","2022-08-03","103","0","1","82359","5","93.5714285714285","0"
"05-09 years","2022-08-04","113","0","0","82472","5","97.4285714285714","0"
"05-09 years","2022-08-05","179","0","1","82651","5","110.571428571428","0"
"05-09 years","2022-08-06","128","0","2","82779","5","121.142857142857","0"
"05-09 years","2022-08-07","136","0","1","82915","5","131","0"
"05-09 years","2022-08-08","229","0","2","83144","5","144.714285714285","0"
"05-09 years","2022-08-09","210","0","2","83354","5","156.857142857142","0"
"05-09 years","2022-08-10","187","0","1","83541","5","168.857142857142","0"
"05-09 years","2022-08-11","204","0","3","83745","5","181.857142857142","0"
"05-09 years","2022-08-12","227","0","2","83972","5","188.714285714285","0"
"05-09 years","2022-08-13","142","0","5","84114","5","190.714285714285","0"
"05-09 years","2022-08-14","158","0","5","84272","5","193.857142857142","0"
"05-09 years","2022-08-15","246","0","5","84518","5","196.285714285714","0"
"05-09 years","2022-08-16","183","0","2","84701","5","192.428571428571","0"
"05-09 years","2022-08-17","170","0","0","84871","5","190","0"
"05-09 years","2022-08-18","154","0","4","85025","5","182.857142857142","0"
"05-09 years","2022-08-19","125","0","2","85150","5","168.285714285714","0"
"05-09 years","2022-08-20","87","0","2","85237","5","160.428571428571","0"
"05-09 years","2022-08-21","72","0","3","85309","5","148.142857142857","0"
"05-09 years","2022-08-22","116","0","2","85425","5","129.571428571428","0"
"05-09 years","2022-08-23","121","0","3","85546","5","120.714285714285","0"
"05-09 years","2022-08-24","67","0","1","85613","5","106","0"
"05-09 years","2022-08-25","67","0","0","85680","5","93.5714285714285","0"
"05-09 years","2022-08-26","52","0","0","85732","5","83.1428571428571","0"
"05-09 years","2022-08-27","34","0","4","85766","5","75.5714285714285","0"
"05-09 years","2022-08-28","39","0","0","85805","5","70.8571428571428","0"
"05-09 years","2022-08-29","61","0","2","85866","5","63","0"
"05-09 years","2022-08-30","34","0","3","85900","5","50.5714285714285","0"
"05-09 years","2022-08-31","31","0","1","85931","5","45.4285714285714","0"
"05-09 years","2022-09-01","38","0","0","85969","5","41.2857142857142","0"
"05-09 years","2022-09-02","23","0","0","85992","5","37.1428571428571","0"
"05-09 years","2022-09-03","20","0","1","86012","5","35.1428571428571","0"
"05-09 years","2022-09-04","13","0","0","86025","5","31.4285714285714","0"
"05-09 years","2022-09-05","12","0","0","86037","5","24.4285714285714","0"
"05-09 years","2022-09-06","29","0","0","86066","5","23.7142857142857","0"
"05-09 years","2022-09-07","15","0","0","86081","5","21.4285714285714","0"
"05-09 years","2022-09-08","16","0","0","86097","5","18.2857142857142","0"
"05-09 years","2022-09-09","29","0","1","86126","5","19.1428571428571","0"
"05-09 years","2022-09-10","9","0","0","86135","5","17.5714285714285","0"
"05-09 years","2022-09-11","13","0","0","86148","5","17.5714285714285","0"
"05-09 years","2022-09-12","26","0","1","86174","5","19.5714285714285","0"
"05-09 years","2022-09-13","12","0","0","86186","5","17.1428571428571","0"
"05-09 years","2022-09-14","13","0","0","86199","5","16.8571428571428","0"
"05-09 years","2022-09-15","15","0","0","86214","5","16.7142857142857","0"
"05-09 years","2022-09-16","15","0","0","86229","5","14.7142857142857","0"
"05-09 years","2022-09-17","7","0","0","86236","5","14.4285714285714","0"
"05-09 years","2022-09-18","11","0","0","86247","5","14.1428571428571","0"
"05-09 years","2022-09-19","14","0","0","86261","5","12.4285714285714","0"
"05-09 years","2022-09-20","8","0","0","86269","5","11.8571428571428","0"
"05-09 years","2022-09-21","11","0","0","86280","5","11.5714285714285","0"
"05-09 years","2022-09-22","10","0","0","86290","5","10.8571428571428","0"
"05-09 years","2022-09-23","13","0","1","86303","5","10.5714285714285","0"
"05-09 years","2022-09-24","5","0","0","86308","5","10.2857142857142","0"
"05-09 years","2022-09-25","14","0","0","86322","5","10.7142857142857","0"
"05-09 years","2022-09-26","16","0","2","86338","5","11","0"
"05-09 years","2022-09-27","8","0","0","86346","5","11","0"
"05-09 years","2022-09-28","7","0","0","86353","5","10.4285714285714","0"
"05-09 years","2022-09-29","7","0","0","86360","5","10","0"
"05-09 years","2022-09-30","8","0","0","86368","5","9.28571428571428","0"
"05-09 years","2022-10-01","8","0","0","86376","5","9.71428571428571","0"
"05-09 years","2022-10-02","6","0","0","86382","5","8.57142857142857","0"
"05-09 years","2022-10-03","11","0","1","86393","5","7.85714285714285","0"
"05-09 years","2022-10-04","10","0","0","86403","5","8.14285714285714","0"
"05-09 years","2022-10-05","3","0","0","86406","5","7.57142857142857","0"
"05-09 years","2022-10-06","7","0","0","86413","5","7.57142857142857","0"
"05-09 years","2022-10-07","5","0","0","86418","5","7.14285714285714","0"
"05-09 years","2022-10-08","6","0","0","86424","5","6.85714285714285","0"
"05-09 years","2022-10-09","3","0","0","86427","5","6.42857142857143","0"
"05-09 years","2022-10-10","6","0","0","86433","5","5.71428571428571","0"
"05-09 years","2022-10-11","8","0","0","86441","5","5.42857142857142","0"
