Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ)
M03,FAM,N1,Unkn,BLANK,NaN,NaN
M13,FAM,N2,Unkn,BLANK,NaN,NaN
M14,FAM,N2,Unkn,BLANK,NaN,NaN
M15,FAM,N2,Unkn,BLANK,NaN,NaN
M22,FAM,BCOV,Unkn,CC_RNA_242,10.35668153,NaN
M23,FAM,BCOV,Unkn,CC_RNA_242,10.21355207,NaN
M24,FAM,BCOV,Unkn,CC_RNA_242,8.576548962,NaN
O01,FAM,N1,Unkn,SARS-CoV-2,17.98953536,NaN
O02,FAM,N1,Unkn,SARS-CoV-2,17.85717485,NaN
O03,FAM,N1,Unkn,SARS-CoV-2,17.60670216,NaN
O13,FAM,N2,Unkn,SARS-CoV-2,22.02153295,NaN
O14,FAM,N2,Unkn,SARS-CoV-2,20.13099892,NaN
O15,FAM,N2,Unkn,SARS-CoV-2,18.75458243,NaN
O22,FAM,BCOV,Unkn,H2O_RNA_242,9.482095643,NaN
O23,FAM,BCOV,Unkn,H2O_RNA_242,9.507316096,NaN
O24,FAM,BCOV,Unkn,H2O_RNA_242,8.813199993,NaN
